bibkey,url,bib_title,bib_doi,match_title,match_doi,title_match_ratio,same_doi,search_string
leen20,,The 2019 International Society of Urological Pathology (ISUP) Consensus Conference on Grading of Prostatic Carcinoma.,https://doi.org/10.1097/PAS.0000000000001497,,,,False,The 2019 International Society of Urological Pathology (ISUP) Consensus Conference on Grading of Prostatic Carcinoma. Leenders Kwast Grignon Evans Kristiansen Kweldam Litjens McKenney Melamed Mottet Paner Samaratunga Schoots Simko Tsuzuki Varma Warren Wheeler Williamson Iczkowski Members
less19,https://repository.ubn.ru.nl/handle/2066/208061,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers,https://doi.org/10.1016/j.jcmg.2018.10.026,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers,https://doi.org/10.1016/j.jcmg.2018.https://doi.org/10.026,1.0,False,Sex Differences in Coronary Artery and Thoracic Aorta Calcification and Their Association With Cardiovascular Mortality in Heavy Smokers Lessmann Jong Celeng Takx Viergever Ginneken Išgum
less19a,https://repository.ubn.ru.nl/handle/2066/202066,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification,https://doi.org/10.1016/j.media.2019.02.005,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification,https://doi.org/10.1016/j.media.2019.02.005,1.0,True,Iterative fully convolutional neural networks for automatic vertebra segmentation and identification Lessmann Ginneken Jong Išgum
litj12a,https://repository.ubn.ru.nl/handle/2066/111051,A pattern recognition approach to zonal segmentation of the prostate on MRI,https://doi.org/10.1007/978-3-642-33418-4_51,A pattern recognition approach to zonal segmentation of the prostate on MRI,,1.0,False,A pattern recognition approach to zonal segmentation of the prostate on MRI Litjens Debats Ven Karssemeijer Huisman
litj12b,https://repository.ubn.ru.nl/handle/2066/108408,Interpatient Variation in Normal Peripheral Zone Apparent Diffusion Coefficient: Effect on the Prediction of Prostate Cancer Aggressiveness,https://doi.org/10.1148/radiol.12112374,Interpatient variation in normal peripheral zone apparent diffusion coefficient: effect on the prediction of prostate cancer aggressiveness,https://doi.org/10.1148/radiol.12112374,1.0,True,Interpatient Variation in Normal Peripheral Zone Apparent Diffusion Coefficient Effect on the Prediction of Prostate Cancer Aggressiveness Litjens Hambrock Hulsbergen-van  Kaa Barentsz Huisman
litj14,https://repository.ubn.ru.nl/handle/2066/137969,Evaluation of prostate segmentation algorithms for MRI: The PROMISE12 challenge,https://doi.org/10.1016/j.media.2013.12.002,Evaluation of prostate segmentation algorithms for MRI: The PROMISE12 challenge,https://doi.org/10.1016/j.media.2013.12.002,1.0,True,Evaluation of prostate segmentation algorithms for MRI The PROMISE12 challenge Litjens Toth Ven Hoeks Kerkstra Ginneken Vincent Guillard Birbeck Zhang Strand Malmberg Ou Davatzikos Kirschner Jung Yuan Qiu Gao Edwards Maan Heijden Ghose Mitra Dowling Barratt Huisman Madabhushi
litj14c,https://repository.ubn.ru.nl/handle/2066/127982,Computer-aided detection of prostate cancer in MRI,https://doi.org/10.1109/TMI.2014.2303821,Computer-Aided Detection of Prostate Cancer in MRI,https://doi.org/10.1109/TMI.2014.2303821,1.0,True,Computer-aided detection of prostate cancer in MRI Litjens Debats Barentsz Karssemeijer Huisman
litj14d,https://repository.ubn.ru.nl/handle/2066/173248,Quantitative identification of magnetic resonance imaging features of prostate cancer response following laser ablation and radical prostatectomy,https://doi.org/10.1117/1.JMI.1.3.035001,MRI-guided focal therapy in patients with localized (recurrent) prostate cancer,,0.32142857142857145,False,Quantitative identification of magnetic resonance imaging features of prostate cancer response following laser ablation and radical prostatectomy Litjens Huisman Elliott Shih Feldman Viswanath Fütterer Bomers Madabhushi
litj15b,https://repository.ubn.ru.nl/handle/2066/151185,Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate MRI,https://doi.org/10.1007/s00330-015-3743-y,Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate MRI,https://doi.org/10.1007/s00330-015-3743-y,1.0,True,Clinical evaluation of a computer-aided diagnosis system for determining cancer aggressiveness in prostate MRI Litjens Barentsz Karssemeijer Huisman
litj17,https://repository.ubn.ru.nl/handle/2066/179538,A Survey on Deep Learning in Medical Image Analysis,https://doi.org/10.1016/j.media.2017.07.005,A survey on deep learning in medical image analysis,https://doi.org/10.1016/j.media.2017.07.005,1.0,True,A Survey on Deep Learning in Medical Image Analysis Litjens Kooi Ehteshami  Bejnordi Setio Ciompi Ghafoorian Laak Ginneken Sánchez
litj18,https://repository.ubn.ru.nl/handle/2066/241323,1399 H&E-stained sentinel lymph node sections of breast cancer patients: the CAMELYON dataset,https://doi.org/10.1093/gigascience/giy065,Mechanistic models for the prediction of brain drug exposure and response in the pediatric population. A virtual child reaching maturation,,0.39826839826839827,False,1399 H&E-stained sentinel lymph node sections of breast cancer patients the CAMELYON dataset Litjens Bandi Ehteshami  Bejnordi Geessink Balkenhol Bult Halilovic Hermsen Loo Vogels Manson Stathonikos Baidoshvili Diest Wauters Dijk Laak
litj19,https://repository.ubn.ru.nl/handle/2066/208418,State-of-the-Art Deep Learning in Cardiovascular Image Analysis,https://doi.org/10.1016/j.jcmg.2019.06.009,State-of-the-Art Deep Learning in Cardiovascular Image Analysis,https://doi.org/10.1016/j.jcmg.2019.06.009,1.0,True,State-of-the-Art Deep Learning in Cardiovascular Image Analysis Litjens Ciompi Wolterink Vos Leiner Teuwen Isgum
lo12,https://repository.ubn.ru.nl/handle/2066/107854,Extraction of Airways from CT (EXACT'09),https://doi.org/10.1109/TMI.2012.2209674,Extraction of Airways from CT (EXACT'09),https://doi.org/10.1109/TMI.2012.2209674,1.0,True,Extraction of Airways from CT (EXACT'09) Lo Ginneken Reinhardt Tarunashree Jong Irving Fetita Ortner Pinho Sijbers Feuerstein Fabijanska Bauer Beichel Mendoza Wiemker Lee Reeves Born Weinheimer Rikxoort Tschirren Mori Odry Naidich Hartmann Hoffman Prokop Pedersen Bruijne
maas19,,"A Single-Arm, Multicenter Validation Study of Prostate Cancer Localization and Aggressiveness With a Quantitative Multiparametric Magnetic Resonance Imaging Approach",https://doi.org/10.1097/RLI.0000000000000558,,,,False,"A Single-Arm, Multicenter Validation Study of Prostate Cancer Localization and Aggressiveness With a Quantitative Multiparametric Magnetic Resonance Imaging Approach Maas Litjens Wright Attenberger Haider Helbich Kiefer Macura Margolis Padhani Selnaes Villeirs Futterer Scheenen"
madu13c,https://repository.ubn.ru.nl/handle/2066/125314,Detection of tuberculosis with digital chest radiography: automatic reading versus interpretation by clinical officers,https://doi.org/10.5588/ijtld.13.0325,Detection of tuberculosis with digital chest radiography: automatic reading versus interpretation by clinical officers,https://doi.org/10.5588/ijtld.13.0325,1.0,True,Detection of tuberculosis with digital chest radiography automatic reading versus interpretation by clinical officers Maduskar Muyoyeta Ayles Hogeweg Peters-Bax Ginneken
madu14,https://repository.ubn.ru.nl/handle/2066/137611,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming,https://doi.org/10.1118/1.4881096,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming,https://doi.org/10.1118/1.4881096,1.0,True,Cavity contour segmentation in chest radiographs using supervised learning and dynamic programming Maduskar Hogeweg Jong Peters-Bax Dawson Ayles Sánchez Ginneken
madu16,https://repository.ubn.ru.nl/handle/2066/168319,Automatic detection of pleural effusion in chest radiographs,https://doi.org/10.1016/j.media.2015.09.004,Automatic detection of pleural effusion in chest radiographs,https://doi.org/10.1016/j.media.2015.09.004,1.0,True,Automatic detection of pleural effusion in chest radiographs Maduskar Philipsen Melendez Scholten Chanda Ayles Sánchez van Ginneken
maho20,https://repository.ubn.ru.nl/handle/2066/217776,Computer-aided diagnosis for World Health Organization-defined chest radiograph primary-endpoint pneumonia in children,https://doi.org/10.1007/s00247-019-04593-0,Computer-aided diagnosis for World Health Organization-defined chest radiograph primary-endpoint pneumonia in children,https://doi.org/10.1007/s00247-019-04593-0,1.0,True,Computer-aided diagnosis for World Health Organization-defined chest radiograph primary-endpoint pneumonia in children Mahomed Ginneken Philipsen Melendez Moore Moodley Sewchuran Mathew Madhi
mann11,https://repository.ubn.ru.nl/handle/2066/97748,Comparison of enhancement characteristics between invasive lobular carcinoma and invasive ductal carcinoma,https://doi.org/10.1002/jmri.22632,Comparison of enhancement characteristics between invasive lobular carcinoma and invasive ductal carcinoma.,https://doi.org/10.1002/jmri.22632,0.9953051643192489,True,Comparison of enhancement characteristics between invasive lobular carcinoma and invasive ductal carcinoma Mann Veltman Huisman Boetes
mann16,https://repository.ubn.ru.nl/handle/2066/171318,Quantitative Dose Dependency Analysis of Whole-Brain CT Perfusion Imaging,https://doi.org/10.1148/radiol.2015142230,Quantitative Dose Dependency Analysis of Whole-Brain CT Perfusion Imaging,https://doi.org/10.1148/radiol.2015142230,1.0,True,Quantitative Dose Dependency Analysis of Whole-Brain CT Perfusion Imaging Manniesing Oei van Ginneken Prokop
melb11,https://repository.ubn.ru.nl/handle/2066/96425,The effect of motion correction on pharmacokinetic parameter estimation in dynamic-contrast-enhanced MRI,https://doi.org/10.1088/0031-9155/56/24/001,The effect of motion correction on pharmacokinetic parameter estimation in dynamic-contrast-enhanced MRI.,https://doi.org/10.1088/0031-9155/56/24/001,0.9952153110047847,True,The effect of motion correction on pharmacokinetic parameter estimation in dynamic-contrast-enhanced MRI Melbourne Hipwell Modat Mertzanidou Huisman Ourselin Hawkes
mele14b,https://repository.ubn.ru.nl/handle/2066/132831,Improving mass candidate detection in mammograms via feature maxima propagation and local feature selection,https://doi.org/10.1118/1.4885995,Improving mass candidate detection in mammograms via feature maxima propagation and local feature selection,https://doi.org/10.1118/1.4885995,1.0,True,Improving mass candidate detection in mammograms via feature maxima propagation and local feature selection Melendez Sánchez Ginneken Karssemeijer
mele17,https://repository.ubn.ru.nl/handle/2066/181866,Automatic versus human reading of chest X-rays in the Zambia National Tuberculosis Prevalence Survey,https://doi.org/10.5588/ijtld.16.0851,Automatic versus human reading of chest X-rays in the Zambia National Tuberculosis Prevalence Survey,https://doi.org/10.5588/ijtld.16.0851,1.0,True,Automatic versus human reading of chest X-rays in the Zambia National Tuberculosis Prevalence Survey Melendez Philipsen Chanda-Kapata Sunkutu Kapata Ginneken
mend09a,https://repository.ubn.ru.nl/handle/2066/81291,Noise reduction in computed tomography scans using 3-d anisotropic hybrid diffusion with continuous switch,https://doi.org/10.1109/TMI.2009.2022368,Noise reduction in computed tomography scans using 3-d anisotropic hybrid diffusion with continuous switch.,https://doi.org/10.1109/TMI.2009.2022368,0.9953051643192489,True,Noise reduction in computed tomography scans using 3-d anisotropic hybrid diffusion with continuous switch Mendrik Vonken Rutten Viergever Ginneken
mend10a,https://repository.ubn.ru.nl/handle/2066/88438,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans,https://doi.org/10.1118/1.3397813,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans.,https://doi.org/10.1118/1.3397813,0.995260663507109,True,Automatic segmentation of intracranial arteries and veins in four-dimensional cerebral CT perfusion scans Mendrik Vonken Ginneken Smit Waaijer Bertolini Viergever Prokop
mend11,https://repository.ubn.ru.nl/handle/2066/98391,TIPS bilateral noise reduction in 4D CT perfusion scans produces high-quality cerebral blood flow maps,https://doi.org/10.1088/0031-9155/56/13/008,TIPS bilateral noise reduction in 4D CT perfusion scans produces high-quality cerebral blood flow maps,https://doi.org/10.1088/0031-9155/56/13/008,1.0,True,TIPS bilateral noise reduction in 4D CT perfusion scans produces high-quality cerebral blood flow maps Mendrik Vonken Ginneken Jong Riordan Seeters Smit Viergever Prokop
mend12,https://repository.ubn.ru.nl/handle/2066/108266,Improved Arterial Visualization in Cerebral CT Perfusion-Derived Arteriograms Compared with Standard CT Angiography: A Visual Assessment Study,https://doi.org/10.3174/ajnr.A3118,Improved Arterial Visualization in Cerebral CT Perfusion-Derived Arteriograms Compared with Standard CT Angiography: A Visual Assessment Study,https://doi.org/10.3174/ajnr.A3118,1.0,True,Improved Arterial Visualization in Cerebral CT Perfusion-Derived Arteriograms Compared with Standard CT Angiography A Visual Assessment Study Mendrik Vonken Kort Ginneken Smit Viergever Prokop
mert12,https://repository.ubn.ru.nl/handle/2066/108597,MRI to X-ray mammography registration using a volume-preserving affine transformation,https://doi.org/10.1016/j.media.2012.03.001,MRI to X-ray mammography registration using a volume-preserving affine transformation.,https://doi.org/10.1016/j.media.2012.03.001,0.9941520467836257,True,MRI to X-ray mammography registration using a volume-preserving affine transformation Mertzanidou Hipwell Cardoso Zhang Tanner Ourselin Bick Huisman Karssemeijer Hawkes
mert17,https://repository.ubn.ru.nl/handle/2066/170535,3D volume reconstruction from serial breast specimen radiographs for mapping between histology and 3D whole specimen imaging,https://doi.org/10.1002/mp.12077,3D volume reconstruction from serial breast specimen radiographs for mapping between histology and 3D whole specimen imaging,https://doi.org/10.1002/mp.12077,1.0,True,3D volume reconstruction from serial breast specimen radiographs for mapping between histology and 3D whole specimen imaging Mertzanidou Hipwell Reis Hawkes Bejnordi Dalmis Vreemann Platel Laak Karssemeijer Hermsen Bult Mann
mets18a,https://repository.ubn.ru.nl/handle/2066/191051,In vivo growth of 60 non-screening detected lung cancers: a computed tomography study,https://doi.org/10.1183/13993003.02183-2017,In vivo growth of 60 non-screening detected lung cancers: a computed tomography study,https://doi.org/10.1183/13993003.02183-2017,1.0,True,In vivo growth of 60 non-screening detected lung cancers a computed tomography study Mets Chung Zanen Scholten Veldhuis Ginneken Prokop Schaefer-Prokop Jong
muen12a,https://repository.ubn.ru.nl/handle/2066/109635,Supervised Quality Assessment Of Medical Image Registration: Application to intra-patient CT lung registration,https://doi.org/10.1016/j.media.2012.06.010,Supervised Quality Assessment Of Medical Image Registration: Application to intra-patient CT lung registration,https://doi.org/10.1016/j.media.2012.06.010,1.0,True,Supervised Quality Assessment Of Medical Image Registration Application to intra-patient CT lung registration Muenzing Ginneken Murphy Pluim
muen14,https://repository.ubn.ru.nl/handle/2066/137731,DIRBoost-An algorithm for boosting deformable image registration: Application to lung CT intra-subject registration,https://doi.org/10.1016/j.media.2013.12.006,DIRBoost-An algorithm for boosting deformable image registration: Application to lung CT intra-subject registration,https://doi.org/10.1016/j.media.2013.12.006,1.0,True,DIRBoost-An algorithm for boosting deformable image registration Application to lung CT intra-subject registration Muenzing Ginneken Viergever Pluim
mull19,https://repository.ubn.ru.nl/handle/2066/212635,Application of convolutional neural networks to breast biopsies to delineate tissue correlates of mammographic breast density,https://doi.org/10.1038/s41523-019-0134-6,Application of convolutional neural networks to breast biopsies to delineate tissue correlates of mammographic breast density,https://doi.org/10.1038/s41523-019-0134-6,1.0,True,Application of convolutional neural networks to breast biopsies to delineate tissue correlates of mammographic breast density Mullooly Ehteshami  Bejnordi Pfeiffer Fan Palakal Hada Vacek Weaver Shepherd Fan Mahmoudzadeh Wang Malkov Johnson Herschorn Sprague Hewitt Brinton Karssemeijer Laak Beck Sherman Gierach
murp09,https://repository.ubn.ru.nl/handle/2066/81262,A Large Scale Evaluation of Automatic Pulmonary Nodule Detection in Chest CT using Local Image Features and k-Nearest-Neighbour Classification,https://doi.org/10.1016/j.media.2009.07.001,A large-scale evaluation of automatic pulmonary nodule detection in chest CT using local image features and k-nearest-neighbour classification.,https://doi.org/10.1016/j.media.2009.07.001,0.9894736842105263,True,A Large Scale Evaluation of Automatic Pulmonary Nodule Detection in Chest CT using Local Image Features and k-Nearest-Neighbour Classification Murphy Ginneken Schilham Hoop Gietema Prokop
murp11a,https://repository.ubn.ru.nl/handle/2066/96888,Evaluation of Registration Methods on Thoracic CT: The EMPIRE10 Challenge,https://doi.org/10.1109/TMI.2011.2158349,Evaluation of Registration Methods on Thoracic CT: The EMPIRE10 Challenge,https://doi.org/10.1109/TMI.2011.2158349,1.0,True,Evaluation of Registration Methods on Thoracic CT The EMPIRE10 Challenge Murphy Ginneken Reinhardt Kabus Ding Deng Cao Du Christensen Garcia Vercauteren Ayache Commowick Malandain Glocker Paragios Navab Gorbunova Sporring Bruijne Han Heinrich Schnabel Jenkinson Lorenz Modat McClelland Ourselin Muenzing Viergever Nigris Collins Arbel Peroni Li Sharp Schmidt-Richberg Ehrhardt Werner Smeets Loeckx Song Tustison Avants Gee Staring Klein Stoel Urschler Werlberger Vandemeulebroucke Rit Sarrut Pluim
murp12,https://repository.ubn.ru.nl/handle/2066/110012,Toward automatic regional analysis of pulmonary function using inspiration and expiration thoracic CT,https://doi.org/10.1118/1.3687891,Toward automatic regional analysis of pulmonary function using inspiration and expiration thoracic CT.,https://doi.org/10.1118/1.3687891,0.9950738916256158,True,Toward automatic regional analysis of pulmonary function using inspiration and expiration thoracic CT Murphy Pluim Rikxoort Jong Hoop Gietema Mets Bruijne Lo Prokop Ginneken
nage13,https://repository.ubn.ru.nl/handle/2066/118297,Differentiation of Prostatitis and Prostate Cancer by Using Diffusion-weighted MR Imaging and MR-guided Biopsy at 3 T,https://doi.org/10.1148/radiol.12111683,Differentiation of Prostatitis and Prostate Cancer by Using Diffusion-weighted MR Imaging and MR-guided Biopsy at 3 T,https://doi.org/10.1148/radiol.12111683,1.0,True,Differentiation of Prostatitis and Prostate Cancer by Using Diffusion-weighted MR Imaging and MR-guided Biopsy at 3 T Nagel Schouten Hambrock Litjens Hoeks Haken Barentsz Fütterer
niek09,https://repository.ubn.ru.nl/handle/2066/81446,Computerized whole slide quantification shows increased microvascular density in pT2 prostate cancer as compared to normal prostate tissue,https://doi.org/10.1002/pros.20855,Computerized whole slide quantification shows increased microvascular density in pT2 prostate cancer as compared to normal prostate tissue.,https://doi.org/10.1002/pros.20855,0.9963898916967509,True,Computerized whole slide quantification shows increased microvascular density in pT2 prostate cancer as compared to normal prostate tissue Niekerk Laak Börger Huisman Witjes Barentsz Hulsbergen-van  Kaa
niem09,https://repository.ubn.ru.nl/handle/2066/80726,Fast detection of the optic disc and fovea in color fundus photographs,https://doi.org/10.1016/j.media.2009.08.003,Fast detection of the optic disc and fovea in color fundus photographs.,https://doi.org/10.1016/j.media.2009.08.003,0.9929078014184397,True,Fast detection of the optic disc and fovea in color fundus photographs Niemeijer Abràmoff Ginneken
niem10,https://repository.ubn.ru.nl/handle/2066/89373,Retinopathy online challenge: automatic detection of microaneurysms in digital color fundus photographs,https://doi.org/10.1109/TMI.2009.2033909,Retinopathy online challenge: automatic detection of microaneurysms in digital color fundus photographs.,https://doi.org/10.1109/TMI.2009.2033909,0.9951690821256038,True,Retinopathy online challenge automatic detection of microaneurysms in digital color fundus photographs Niemeijer Ginneken Cree Mizutani Quellec Sánchez Zhang Hornero Lamard Muramatsu Wu Cazuguel You Mayo Li Hatanaka Cochener Roux Karray Garcia Fujita Abràmoff
niem11b,https://repository.ubn.ru.nl/handle/2066/97661,Automated measurement of the arteriolar-to-venular width ratio in digital color fundus photographs,https://doi.org/10.1109/TMI.2011.2159619,Automated Measurement of the Arteriolar-to-Venular Width Ratio in Digital Color Fundus Photographs,https://doi.org/10.1109/TMI.2011.2159619,1.0,True,Automated measurement of the arteriolar-to-venular width ratio in digital color fundus photographs Niemeijer Xu Dumitrescu Gupta Ginneken Folk Abràmoff
nill07,https://repository.ubn.ru.nl/handle/2066/52135,Segmentation of the heart muscle in 3-D pediatric echocardiographic images,https://doi.org/10.1016/j.ultrasmedbio.2007.04.001,Segmentation of the heart muscle in 3-D pediatric echocardiographic images.,https://doi.org/10.1016/j.ultrasmedbio.2007.04.001,0.9932885906040269,True,Segmentation of the heart muscle in 3-D pediatric echocardiographic images Nillesen Lopata Gerrits Kapusta Huisman Thijssen Korte
nill09,https://repository.ubn.ru.nl/handle/2066/80272,In vivo validation of cardiac output assessment in non-standard 3D echocardiographic images,https://doi.org/10.1088/0031-9155/54/7/006,In vivo validation of cardiac output assessment in non-standard 3D echocardiographic images.,https://doi.org/10.1088/0031-9155/54/7/006,0.994535519125683,True,In vivo validation of cardiac output assessment in non-standard 3D echocardiographic images Nillesen Lopata Boode Gerrits Huisman Thijssen Kapusta Korte
nill11,https://repository.ubn.ru.nl/handle/2066/95767,Correlation based 3-D segmentation of the left ventricle in pediatric echocardiographic images using radio-frequency data,https://doi.org/10.1016/j.ultrasmedbio.2011.05.005,Correlation based 3-D segmentation of the left ventricle in pediatric echocardiographic images using radio-frequency data,https://doi.org/10.1016/j.ultrasmedbio.2011.05.005,1.0,True,Correlation based 3-D segmentation of the left ventricle in pediatric echocardiographic images using radio-frequency data Nillesen Lopata Huisman Thijssen Kapusta Korte
pate17b,https://repository.ubn.ru.nl/handle/2066/170408,Robust Cranial Cavity Segmentation in CT and CT Perfusion Images of Trauma and Suspected Stroke Patients,https://doi.org/10.1016/j.media.2016.12.002,Robust cranial cavity segmentation in CT and CT perfusion images of trauma and suspected stroke patients,https://doi.org/10.1016/j.media.2016.12.002,1.0,True,Robust Cranial Cavity Segmentation in CT and CT Perfusion Images of Trauma and Suspected Stroke Patients Patel Ginneken Meijer Dijk Prokop Manniesing
phil15,https://repository.ubn.ru.nl/handle/2066/153295,Localized energy-based normalization of medical images: application to chest radiography,https://doi.org/10.1109/TMI.2015.2418031,Localized energy-based normalization of medical images: application to chest radiography,https://doi.org/10.1109/TMI.2015.2418031,1.0,True,Localized energy-based normalization of medical images application to chest radiography Philipsen Maduskar Hogeweg Melendez Sánchez Ginneken
phil19a,https://repository.ubn.ru.nl/handle/2066/207373,Automated chest X-ray reading for tuberculosis in the Philippines to improve case detection: a cohort study,https://doi.org/10.5588/ijtld.18.0004,Automated chest X-ray reading for tuberculosis in the Philippines to improve case detection: a cohort study,https://doi.org/10.5588/ijtld.18.0004,1.0,True,Automated chest X-ray reading for tuberculosis in the Philippines to improve case detection a cohort study Philipsen Sánchez Melendez Lew Ginneken
pinc21,https://repository.ubn.ru.nl/handle/2066/235135,Detection of prostate cancer in whole-slide images through end-to-end training with image-level labels.,https://doi.org/10.1109/TMI.2021.3066295,Detection of Prostate Cancer in Whole-Slide Images Through End-to-End Training With Image-Level Labels,https://doi.org/10.1109/TMI.2021.3066295,0.9951219512195122,True,Detection of prostate cancer in whole-slide images through end-to-end training with image-level labels. Pinckaers Bulten Van  Laak Litjens
pomp15,https://repository.ubn.ru.nl/handle/2066/153586,Parametric response mapping adds value to current computed tomography biomarkers in diagnosing chronic obstructive pulmonary disease,https://doi.org/10.1164/rccm.201411-2105LE,Parametric response mapping adds value to current computed tomography biomarkers in diagnosing chronic obstructive pulmonary disease,https://doi.org/10.1164/rccm.201411-2105LE,1.0,True,Parametric response mapping adds value to current computed tomography biomarkers in diagnosing chronic obstructive pulmonary disease Pompe Rikxoort Schmidt Rühaak Gallardo-Estrella Vliegenthart Oudkerk Koning Ginneken Jong Lammers Mohamed  Hoesein
pomp16a,https://repository.ubn.ru.nl/handle/2066/173155,Follow-up of CT-derived airway wall thickness: Correcting for changes in inspiration level improves reliability,https://doi.org/10.1016/j.ejrad.2016.09.009,Follow-up of CT-derived airway wall thickness: Correcting for changes in inspiration level improves reliability,https://doi.org/10.1016/j.ejrad.2016.09.009,1.0,True,Follow-up of CT-derived airway wall thickness Correcting for changes in inspiration level improves reliability Pompe van Rikxoort Mets Charbonnier Kuhnigk de Koning Oudkerk Vliegenthart Zanen Lammers van Ginneken de Jong Mohamed Hoesein
pomp17,https://repository.ubn.ru.nl/handle/2066/174975,Computed tomographic findings in subjects who died from respiratory disease in the National Lung Screening Trial,https://doi.org/10.1183/13993003.01814-2016,Computed tomographic findings in subjects who died from respiratory disease in the National Lung Screening Trial,https://doi.org/10.1183/13993003.01814-2016,1.0,True,Computed tomographic findings in subjects who died from respiratory disease in the National Lung Screening Trial Pompe Jong Lynch Lessmann Išgum Ginneken Lammers Mohamed  Hoesein
prok20,,CO-RADS - A categorical CT assessment scheme for patients with suspected COVID-19: definition and evaluation,https://doi.org/10.1148/radiol.2020201473,,,,False,CO-RADS - A categorical CT assessment scheme for patients with suspected COVID-19 definition and evaluation Prokop Everdingen Rees  Vellinga Quarles  Ufford Stoger Beenen Geurts Gietema Krdzalic Schaefer-Prokop Ginneken Brink the COVID-19 Standardized Reporting Working Group of the Dutch Radiological Society
riel17,https://repository.ubn.ru.nl/handle/2066/181941,"Malignancy risk estimation of screen-detected nodules at baseline CT: comparison of the PanCan model, Lung-RADS and NCCN guidelines",https://doi.org/10.1007/s00330-017-4767-2,"Malignancy risk estimation of screen-detected nodules at baseline CT: comparison of the PanCan model, Lung-RADS and NCCN guidelines",https://doi.org/10.1007/s00330-017-4767-2,1.0,True,"Malignancy risk estimation of screen-detected nodules at baseline CT comparison of the PanCan model, Lung-RADS and NCCN guidelines Riel Ciompi Jacobs Winkler  Wille Scholten Naqibullah Lam Prokop Schaefer-Prokop Ginneken"
riel19,https://repository.ubn.ru.nl/handle/2066/201229,Observer variability for Lung-RADS categorisation of lung cancer screening CTs: impact on patient management,https://doi.org/10.1007/s00330-018-5599-4,Observer variability for Lung-RADS categorisation of lung cancer screening CTs: impact on patient management,https://doi.org/10.1007/s00330-018-5599-4,1.0,True,Observer variability for Lung-RADS categorisation of lung cancer screening CTs impact on patient management Riel Jacobs Scholten Wittenberg Winkler  Wille Hoop Sprengers Mets Geurts Prokop Schaefer-Prokop Ginneken
rikx09,https://repository.ubn.ru.nl/handle/2066/80377,Automatic segmentation of pulmonary segments from volumetric chest CT scans,https://doi.org/10.1109/TMI.2008.2008968,Automatic segmentation of pulmonary segments from volumetric chest CT scans.,https://doi.org/10.1109/TMI.2008.2008968,0.9933774834437086,True,Automatic segmentation of pulmonary segments from volumetric chest CT scans Rikxoort Hoop Vorst Prokop Ginneken
rikx09b,https://repository.ubn.ru.nl/handle/2066/80370,Automatic lung segmentation from thoracic computed tomography scans using a hybrid approach with error detection,https://doi.org/10.1118/1.3147146,Automatic lung segmentation from thoracic computed tomography scans using a hybrid approach with error detection.,https://doi.org/10.1118/1.3147146,0.9955555555555555,True,Automatic lung segmentation from thoracic computed tomography scans using a hybrid approach with error detection Rikxoort Hoop Viergever Prokop Ginneken
rikx10,https://repository.ubn.ru.nl/handle/2066/88439,Automatic Segmentation of Pulmonary Lobes Robust Against Incomplete Fissures,https://doi.org/10.1109/TMI.2010.2044799,Automatic segmentation of pulmonary lobes robust against incomplete fissures.,https://doi.org/10.1109/TMI.20https://doi.org/10.2044799,0.9934640522875817,False,Automatic Segmentation of Pulmonary Lobes Robust Against Incomplete Fissures Rikxoort Prokop Hoop Viergever Pluim Ginneken
rikx10a,https://repository.ubn.ru.nl/handle/2066/87927,Adaptive local multi-atlas segmentation: application to the heart and the caudate nucleus,https://doi.org/10.1016/j.media.2009.10.001,Adaptive local multi-atlas segmentation: application to the heart and the caudate nucleus.,https://doi.org/10.1016/j.media.2009.https://doi.org/10.001,0.994413407821229,False,Adaptive local multi-atlas segmentation application to the heart and the caudate nucleus Rikxoort Išgum Arzhaeva Staring Klein Viergever Pluim Ginneken
rikx13,https://repository.ubn.ru.nl/handle/2066/140549,Automated segmentation of pulmonary structures in thoracic computed tomography scans: a review,https://doi.org/10.1088/0031-9155/58/17/R187,Automated segmentation of pulmonary structures in thoracic computed tomography scans: a review,https://doi.org/10.1088/0031-9155/58/17/R187,1.0,True,Automated segmentation of pulmonary structures in thoracic computed tomography scans a review Rikxoort Ginneken
